User:;Maciej
IndexName:;WIG20Closing
StartDate:;2015-01-27 08:39:32
CalculationTime:;03:59:14
TestCasesNumber:;2
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;0,25;0,75;1000;30~1;no PCA;Day;Day;Day;1317,37991796613;0,5;0;1;0,5;0,496532593619972
MLP;0,5;0,75;1000;30~1;no PCA;Day;Day;Day;1309,82670859243;0,5;0;1;0,5;0,477808599167822
Elman;0,5;0,75;1000;30~1;no PCA;Day;Day;Day;1574,34444865277;0,518895348837209;0,061046511627907;0,976744186046512;0,5;0,504160887656033
Jordan;0,5;0,75;1000;30~1;no PCA;Day;Day;Day;1217,18153158727;0,5;0;1;0,5;0,488904299583911
MLP;0,75;0,75;1000;30~1;no PCA;Day;Day;Day;1185,26494418885;0,5;0;1;0,5;0,479889042995839
Elman;0,75;0,75;1000;30~1;no PCA;Day;Day;Day;1447,34267300791;0,51453488372093;0,0668604651162791;0,962209302325581;0,5;0,504160887656033
Jordan;0,75;0,75;1000;30~1;no PCA;Day;Day;Day;1170,06273128786;0,5;0;1;0,5;0,493065187239945
MLP;1;0,75;1000;30~1;no PCA;Day;Day;Day;1158,20646974908;0,5;0;1;0,5;0,499306518723994
Elman;1;0,75;1000;30~1;no PCA;Day;Day;Day;1402,78197035178;0,534883720930233;0,127906976744186;0,941860465116279;0,5;0,514563106796117
Jordan;1;0,75;1000;30~1;no PCA;Day;Day;Day;1149,84854691301;0,502906976744186;0,00581395348837209;1;0,5;0,505547850208044
MLP;0,25;1;1000;30~1;no PCA;Day;Day;Day;3990,58544448905;0,518895348837209;0,0755813953488372;0,962209302325581;0,5;0,513869625520111
Elman;0,25;1;1000;30~1;no PCA;Day;Day;Day;2420,06179213048;0,533430232558139;0,186046511627907;0,880813953488372;0,5;0,504160887656033
Jordan;0,25;1;1000;30~1;no PCA;Day;Day;Day;1533,17772772612;0,5;0;1;0,5;0,490984743411928
MLP;0,5;1;1000;30~1;no PCA;Day;Day;Day;1458,81807386191;0,5;0;1;0,5;0,497226074895978
Elman;0,5;1;1000;30~1;no PCA;Day;Day;Day;2472,01267792006;0,549418604651163;0,203488372093023;0,895348837209302;0,5;0,501386962552011
Jordan;0,5;1;1000;30~1;no PCA;Day;Day;Day;1412,40751935427;0,5;0;1;0,5;0,5
MLP;0,75;1;1000;30~1;no PCA;Day;Day;Day;2083,18802399373;0,513081395348837;0,0552325581395349;0,970930232558139;0,5;0,488210818307906
Elman;0,75;1;1000;30~1;no PCA;Day;Day;Day;2350,80293787098;0,546511627906977;0,191860465116279;0,901162790697674;0,5;0,506934812760055
Jordan;0,75;1;1000;30~1;no PCA;Day;Day;Day;1357,36600238757;0,5;0;1;0,5;0,502773925104022
